Player,Team,RAA,Wins,EFscore,Salary,Value
Shakib Al Hasan,Sunrisers Hyderabad,-57,-0.198,0.013999999999999999,312500.0,274553.0
BA Stokes,Rajasthan Royals,-58,-0.2,0.067,1953130.0,271490.0
KMA Paul,Delhi Capitals,-59,-0.205,0.06,71400.0,263835.0
GH Vihari,Delhi Capitals,-60,-0.209,0.0,285700.0,257711.0
AS Rajpoot,Kings XI Punjab,-63,-0.217,0.022000000000000002,468750.0,245462.0
PP Shaw,Delhi Capitals,-63,-0.217,0.063,187500.0,245462.0
SN Thakur,Chennai Super Kings,-63,-0.217,0.062,406250.0,245462.0
C de Grandhomme,Royal Challengers Bangalore,-63,-0.21899999999999997,0.013000000000000001,343750.0,242400.0
DJ Bravo,Chennai Super Kings,-64,-0.21899999999999997,0.087,1000000.0,242400.0
P Ray Barman,Royal Challengers Bangalore,-65,-0.223,0.005,214300.0,236275.0
CA Ingram,Delhi Capitals,-66,-0.226,0.034,914300.0,231682.0
DJ Hooda,Sunrisers Hyderabad,-67,-0.231,0.021,562500.0,224027.0
GC Viljoen,Kings XI Punjab,-68,-0.23600000000000002,0.04,107100.0,216371.0
R Ashwin,Kings XI Punjab,-69,-0.237,0.083,1187500.0,214840.0
CR Brathwaite,Kolkata Knight Riders,-70,-0.243,0.003,714300.0,205654.0
TG Southee,Royal Challengers Bangalore,-73,-0.253,0.012,156250.0,190343.0
AD Nath,Royal Challengers Bangalore,-78,-0.268,0.011000000000000001,514300.0,167377.0
AJ Turner,Rajasthan Royals,-80,-0.27699999999999997,0.001,71400.0,153597.0
Mohammed Siraj,Royal Challengers Bangalore,-85,-0.292,0.054000000000000006,406250.0,130631.0
KM Jadhav,Chennai Super Kings,-88,-0.302,0.038,1218750.0,115320.0
SE Rutherford,Delhi Capitals,-92,-0.317,0.022000000000000002,285700.0,92353.0
S Kaul,Sunrisers Hyderabad,-96,-0.332,0.042,593750.0,69387.0
MJ McClenaghan,Mumbai Indians,-97,-0.336,0.027000000000000003,50000.0,63263.0
V Shankar,Sunrisers Hyderabad,-99,-0.34299999999999997,0.055999999999999994,500000.0,52545.0
NA Saini,Royal Challengers Bangalore,-102,-0.35100000000000003,0.08,468750.0,40297.0
Basil Thampi,Sunrisers Hyderabad,-108,-0.373,0.005,148440.0,6613.0
AR Patel,Delhi Capitals,-114,-0.395,0.092,714300.0,-27071.0
SP Narine,Kolkata Knight Riders,-115,-0.396,0.098,1953130.0,-28602.0
P Negi,Royal Challengers Bangalore,-118,-0.406,0.019,156250.0,-43913.0
KH Pandya,Mumbai Indians,-118,-0.408,0.11599999999999999,1375000.0,-46975.0
Mujeeb Ur Rahman,Kings XI Punjab,-120,-0.41200000000000003,0.024,625000.0,-53100.0
LH Ferguson,Kolkata Knight Riders,-123,-0.423,0.015,228600.0,-69942.0
M Ashwin,Kings XI Punjab,-133,-0.45899999999999996,0.035,28600.0,-125061.0
PP Chawla,Kolkata Knight Riders,-135,-0.466,0.068,656250.0,-135778.0
JD Unadkat,Rajasthan Royals,-135,-0.467,0.057,1200000.0,-137309.0
UT Yadav,Royal Challengers Bangalore,-141,-0.486,0.06,656250.0,-166400.0
AJ Tye,Kings XI Punjab,-145,-0.5,0.022000000000000002,1125000.0,-187835.0
DS Kulkarni,Rajasthan Royals,-155,-0.534,0.044000000000000004,117190.0,-239892.0
B Kumar,Sunrisers Hyderabad,-158,-0.544,0.095,1328130.0,-255203.0
Kuldeep Yadav,Kolkata Knight Riders,-159,-0.5489999999999999,0.023,906250.0,-262858.0
K Gowtham,Rajasthan Royals,-201,-0.695,0.016,968750.0,-486397.0
M Prasidh Krishna,Kolkata Knight Riders,-276,-0.9520000000000001,0.04,15620.0,-879886.0
JJ Bumrah,Mumbai Indians,379,1.281,0.23800000000000002,1093750.0,2448655.0
KL Rahul,Kings XI Punjab,330,1.113,0.19399999999999998,1718750.0,2204319.0
K Rabada,Delhi Capitals,320,1.082,0.23199999999999998,656250.0,2159233.0
Ishan Kishan,Mumbai Indians,261,0.8809999999999999,0.157,968750.0,1866902.0
S Dhawan,Delhi Capitals,249,0.8420000000000001,0.168,812500.0,1810181.0
TA Boult,Mumbai Indians,230,0.777,0.177,460000.0,1715646.0
AB de Villiers,Royal Challengers Bangalore,227,0.767,0.142,1718750.0,1701102.0
SA Yadav,Mumbai Indians,225,0.759,0.13699999999999998,500000.0,1689467.0
JO Holder,Sunrisers Hyderabad,181,0.613,0.132,105000.0,1477128.0
DA Warner,Sunrisers Hyderabad,178,0.602,0.142,1953130.0,1461129.0
YS Chahal,Royal Challengers Bangalore,177,0.599,0.156,937500.0,1456766.0
MA Agarwal,Kings XI Punjab,169,0.57,0.11699999999999999,156250.0,1414589.0
F du Plessis,Chennai Super Kings,165,0.5579999999999999,0.12300000000000001,250000.0,1397137.0
WP Saha,Sunrisers Hyderabad,157,0.531,0.086,171400.0,1357868.0
JC Archer,Rajasthan Royals,156,0.528,0.18899999999999997,1125000.0,1353505.0
V Kohli,Royal Challengers Bangalore,154,0.52,0.11800000000000001,2656250.0,1341870.0
Rashid Khan,Sunrisers Hyderabad,152,0.513,0.165,1406250.0,1331689.0
EJG Morgan,Kolkata Knight Riders,134,0.45399999999999996,0.126,750000.0,1245881.0
Shubman Gill,Kolkata Knight Riders,128,0.4320000000000001,0.109,281250.0,1213885.0
KS Williamson,Sunrisers Hyderabad,123,0.415,0.092,468750.0,1189160.0
SS Iyer,Delhi Capitals,122,0.41200000000000003,0.125,1093750.0,1184797.0
RD Gaikwad,Chennai Super Kings,119,0.402,0.08199999999999999,28600.0,1170253.0
CH Gayle,Kings XI Punjab,113,0.381,0.087,312500.0,1139711.0
CV Varun,Kolkata Knight Riders,109,0.368,0.135,1200000.0,1120804.0
